,Author,Title,State,District,DateBan,Country,Description
4560,"Martin, George R. R.",A Game of Thrones,Texas,Frisco Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4561,"Martin, George R. R.","A Game of Thrones: The Graphic Novel, Vol. 1",Missouri,Lindbergh Schools,2022-09-01,USA,Banned from Libraries
4562,"Martin, George R. R.","A Game of Thrones: The Graphic Novel, Vol. 2",Missouri,Lindbergh Schools,2022-09-01,USA,Banned from Libraries
4563,"Martin, George R. R.","A Game of Thrones: The Graphic Novel, Vol. 3",Missouri,Lindbergh Schools,2022-09-01,USA,Banned from Libraries
4564,"Martin, George R. R.","A Game of Thrones: The Graphic Novel, Vol. 4",Missouri,Lindbergh Schools,2022-09-01,USA,Banned from Libraries
4565,"Martin, George R. R.",A Storm of Swords,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4566,"Martin, George R. R.",A Storm of Swords,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries and Classrooms
4567,"Marzollo, Jean",Ruth and Naomi: A Bible Story,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4568,"Mass, Wendy",Discovering Mythology - Gods and Goddesses,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
4569,"Matharu, Taran",The Outcast,Texas,Frisco Independent School District,2023-03-01,USA,Banned from Libraries
4570,"Mathieu, Jennifer",Afterward,Texas,Keller Independent School District,2022-09-01,USA,Banned Pending Investigation
4571,"Mathieu, Jennifer",Moxie,Texas,Keller Independent School District,2022-09-01,USA,Banned Pending Investigation
4572,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4573,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Collier County Public Schools,2023-03-01,USA,Banned from Libraries
4574,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Duval County Public Schools,2023-03-01,USA,Banned from Libraries and Classrooms
4575,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4576,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Flagler Schools,2023-06-01,USA,Banned from Libraries
4577,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Highlands Schools,2022-09-01,USA,Banned Pending Investigation
4578,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4579,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Okaloosa County Schools District,2023-01-01,USA,Banned Pending Investigation
4580,"Mathieu, Jennifer",The Truth About Alice: A Novel,Florida,Volusia County Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4581,"Mathieu, Jennifer",The Truth About Alice: A Novel,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
4582,"Mathieu, Jennifer",The Truth About Alice: A Novel,Oregon,Canby Public School District,2023-03-01,USA,Banned Pending Investigation
4583,"Mathieu, Jennifer",The Truth About Alice: A Novel,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4584,"Mathieu, Jennifer",The Truth About Alice: A Novel,Utah,Granite School District,2022-11-01,USA,Banned Pending Investigation
4585,"Matson, Morgan",Amy and Roger's Epic Detour,Texas,Frisco Independent School District,2023-03-01,USA,Banned from Libraries
4586,"Matsui, Yūsei",Assassination Classroom,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
4587,"Matsui, Yūsei",Assassination Classroom,Texas,Keller Independent School District,2022-09-01,USA,Banned from Libraries and Classrooms
4588,"Matsui, Yūsei","Assassination Classroom, Vol. 1",Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4589,"Matsui, Yūsei","Assassination Classroom, Vol. 1",Florida,Orange County Public Schools,2023-05-01,USA,Banned from Libraries and Classrooms
4590,"Matsui, Yūsei","Assassination Classroom, Vol. 1",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4591,"Matsui, Yūsei","Assassination Classroom, Vol. 1",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4592,"Matsui, Yūsei","Assassination Classroom, Vol. 10",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4593,"Matsui, Yūsei","Assassination Classroom, Vol. 10",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4594,"Matsui, Yūsei","Assassination Classroom, Vol. 11",Florida,Indian River County Schools,2023-03-01,USA,Banned from Libraries and Classrooms
4595,"Matsui, Yūsei","Assassination Classroom, Vol. 11",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4596,"Matsui, Yūsei","Assassination Classroom, Vol. 11",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4597,"Matsui, Yūsei","Assassination Classroom, Vol. 12",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4598,"Matsui, Yūsei","Assassination Classroom, Vol. 12",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4599,"Matsui, Yūsei","Assassination Classroom, Vol. 13",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4600,"Matsui, Yūsei","Assassination Classroom, Vol. 13",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4601,"Matsui, Yūsei","Assassination Classroom, Vol. 14",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4602,"Matsui, Yūsei","Assassination Classroom, Vol. 14",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4603,"Matsui, Yūsei","Assassination Classroom, Vol. 15",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4604,"Matsui, Yūsei","Assassination Classroom, Vol. 15",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4605,"Matsui, Yūsei","Assassination Classroom, Vol. 16",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4606,"Matsui, Yūsei","Assassination Classroom, Vol. 16",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4607,"Matsui, Yūsei","Assassination Classroom, Vol. 17",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4608,"Matsui, Yūsei","Assassination Classroom, Vol. 17",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4609,"Matsui, Yūsei","Assassination Classroom, Vol. 18",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4610,"Matsui, Yūsei","Assassination Classroom, Vol. 18",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4611,"Matsui, Yūsei","Assassination Classroom, Vol. 19",Florida,Indian River County Schools,2023-03-01,USA,Banned from Libraries and Classrooms
4612,"Matsui, Yūsei","Assassination Classroom, Vol. 19",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4613,"Matsui, Yūsei","Assassination Classroom, Vol. 19",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4614,"Matsui, Yūsei","Assassination Classroom, Vol. 2",Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4615,"Matsui, Yūsei","Assassination Classroom, Vol. 2",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4616,"Matsui, Yūsei","Assassination Classroom, Vol. 2",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4617,"Matsui, Yūsei","Assassination Classroom, Vol. 20",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4618,"Matsui, Yūsei","Assassination Classroom, Vol. 20",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4619,"Matsui, Yūsei","Assassination Classroom, Vol. 21",Florida,Indian River County Schools,2023-03-01,USA,Banned from Libraries and Classrooms
4620,"Matsui, Yūsei","Assassination Classroom, Vol. 21",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4621,"Matsui, Yūsei","Assassination Classroom, Vol. 21",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4622,"Matsui, Yūsei","Assassination Classroom, Vol. 3",Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4623,"Matsui, Yūsei","Assassination Classroom, Vol. 3",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4624,"Matsui, Yūsei","Assassination Classroom, Vol. 3",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4625,"Matsui, Yūsei","Assassination Classroom, Vol. 4",Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4626,"Matsui, Yūsei","Assassination Classroom, Vol. 4",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4627,"Matsui, Yūsei","Assassination Classroom, Vol. 4",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4628,"Matsui, Yūsei","Assassination Classroom, Vol. 5",Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4629,"Matsui, Yūsei","Assassination Classroom, Vol. 5",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4630,"Matsui, Yūsei","Assassination Classroom, Vol. 5",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4631,"Matsui, Yūsei","Assassination Classroom, Vol. 6",Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4632,"Matsui, Yūsei","Assassination Classroom, Vol. 6",Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4633,"Matsui, Yūsei","Assassination Classroom, Vol. 6",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4634,"Matsui, Yūsei","Assassination Classroom, Vol. 6",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4635,"Matsui, Yūsei","Assassination Classroom, Vol. 7",Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4636,"Matsui, Yūsei","Assassination Classroom, Vol. 7",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4637,"Matsui, Yūsei","Assassination Classroom, Vol. 7",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4638,"Matsui, Yūsei","Assassination Classroom, Vol. 8",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4639,"Matsui, Yūsei","Assassination Classroom, Vol. 8",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4640,"Matsui, Yūsei","Assassination Classroom, Vol. 9",Florida,School District of Osceola County,2023-05-01,USA,Banned from Libraries and Classrooms
4641,"Matsui, Yūsei","Assassination Classroom, Vol. 9",Texas,Conroe Independent School District,2023-01-01,USA,Banned from Libraries and Classrooms
4642,"Maxwell, Arthur",The Bible Story,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4643,"Mbalia, Kwame",Black Boy Joy: 17 Stories Celebrating Black Boyhood,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4644,"McBride, Lish",Firebug,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries
4645,"McCafferty, Megan",Bumped,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4646,"McCafferty, Megan",Bumped,Florida,Volusia County Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4647,"McCafferty, Megan",Sloppy Firsts,Florida,Collier County Public Schools,2023-03-01,USA,Banned from Libraries
4648,"McCafferty, Megan",Sloppy Firsts,Florida,Escambia County Public Schools,2022-09-01,USA,Banned Pending Investigation
4649,"McCafferty, Megan",Sloppy Firsts,Pennsylvania,Pleasant Valley School District,2022-07-01,USA,Banned Pending Investigation
4650,"McCarthy, Cory",Man o' War,Florida,Escambia County Public Schools,2023-05-01,USA,Banned Pending Investigation
4651,"McCarthy, Cory",Man o' War,Texas,Frisco Independent School District,2023-05-01,USA,Banned from Libraries and Classrooms
4652,"McCarthy, Cory",Man o' War,Utah,Washington County School District,2022-11-01,USA,Banned from Libraries and Classrooms
4653,"McCarthy, Helen",A Brief History of Manga,Missouri,Wentzville School District,2022-09-01,USA,Banned Pending Investigation
4654,"McCaughrean, Geraldine",God's People: Stories from the Old Testament,Florida,Brevard Public Schools,2023-06-01,USA,Banned from Libraries and Classrooms
4655,"McClintock, Norah",Masked,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4656,"McCormick, Patricia",Cut,Florida,Clay County School District,2022-09-01,USA,Banned Pending Investigation
4657,"McCormick, Patricia",Cut,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4658,"McCormick, Patricia",Sold,Florida,Broward County Public Schools,2022-10-01,USA,Banned from Libraries
4659,"McCormick, Patricia",Sold,Florida,Clay County School District,2022-09-01,USA,Banned from Libraries and Classrooms
4660,"McCormick, Patricia",Sold,Florida,Escambia County Public Schools,2023-02-01,USA,Banned Pending Investigation
4661,"McCormick, Patricia",Sold,Florida,Flagler Schools,2022-10-01,USA,Banned from Libraries
4662,"McCormick, Patricia",Sold,Florida,Marion County Public Schools,2022-09-01,USA,Banned Pending Investigation
4663,"McCormick, Patricia",Sold,Florida,Martin County Schools,2023-02-01,USA,Banned from Libraries and Classrooms
4664,"McCormick, Patricia",Sold,Florida,School District of Manatee County,2022-07-01,USA,Banned from Libraries and Classrooms
4665,"McCormick, Patricia",Sold,Florida,Seminole County Public Schools,2022-10-01,USA,Banned from Libraries
4666,"McCormick, Patricia",Sold,Florida,Volusia County Schools,2023-03-01,USA,Banned from Libraries
4667,"McCormick, Patricia",Sold,Iowa,Carroll Community School District,2022-08-01,USA,Banned Pending Investigation
4668,"McCormick, Patricia",Sold,North Carolina,Pender County Schools,2023-02-01,USA,Banned from Libraries
4669,"McCormick, Patricia",Sold,North Dakota,Williston Basin School District #7,2022-09-01,USA,Banned Pending Investigation
4670,"McCormick, Patricia",Sold,Oregon,Canby Public School District,2023-03-01,USA,Banned Pending Investigation
4671,"McCormick, Patricia",Sold,Pennsylvania,Penncrest School District,2023-02-01,USA,Banned Pending Investigation
4672,"McCormick, Patricia",Sold,South Carolina,Beaufort County School District,2022-10-01,USA,Banned Pending Investigation
4673,"McCormick, Patricia",Sold,Texas,Frisco Independent School District,2022-10-01,USA,Banned from Libraries
4674,"McCormick, Patricia",Sold,Texas,Keller Independent School District,2023-02-01,USA,Banned from Libraries and Classrooms
4675,"McCormick, Patricia",Sold,Texas,Lake Travis Independent School District,2023-03-01,USA,Banned from Libraries
4676,"McCormick, Patricia",Sold,Utah,Davis School District,2022-12-01,USA,Banned from Libraries
4677,"McCormick, Patricia",Sold,Utah,Granite School District,2022-11-01,USA,Banned Pending Investigation
4678,"McCormick, Patricia",Sold,Utah,Washington County School District,2022-11-01,USA,Banned from Libraries and Classrooms
